"text","group","id","time","partner_id","turn","seller","study","study_group","span","timeFraction"
"It might seem lot for just a book, but considering its resale value years later, I believe its worth the investment ",8,"PY845 "," 8:19:28 PM ","NT5HR ",9,1,"two","two_8",127,0.279120879120879
"Why would you be selling it if it's going to be worth way more later? ||I just want to read it since my grandfather talked about it a lot so it has some sentimental value. ||But I could probably find it online or in a library ||How much more than $200 do you want? ",8,"NT5HR "," 8:20:03 PM ","PY845 ",10,0,"two","two_8",162,0.356043956043956
"First of all, I need money for the time being. Second of all, it could be a treasure for you since it has sentimental values attached ",8,"PY845 "," 8:21:23 PM ","NT5HR ",11,1,"two","two_8",242,0.531868131868132
"That's true ",8,"NT5HR "," 8:21:41 PM ","PY845 ",12,0,"two","two_8",260,0.571428571428571
"I could give it to you for 350$ if that's okay. ",8,"PY845 "," 8:21:48 PM ","NT5HR ",13,1,"two","two_8",267,0.586813186813187
"I am interested.  Just not in paying tons.  What about $300? ",8,"NT5HR "," 8:22:10 PM ","PY845 ",14,0,"two","two_8",289,0.635164835164835
"340$ ||? ||I took the book off market for a higher value ",8,"PY845 "," 8:22:50 PM ","NT5HR ",15,1,"two","two_8",329,0.723076923076923
"How about $325 since it's halfway? ",8,"NT5HR "," 8:23:16 PM ","PY845 ",16,0,"two","two_8",355,0.78021978021978
"It would be fair for both of us if I sell the book for 340$ ||330$ final rate. Is that okay? I can close the deal with it ",8,"PY845 "," 8:23:19 PM ","NT5HR ",17,1,"two","two_8",358,0.786813186813187
"330$ sounds okay ||Deal? ",8,"NT5HR "," 8:24:30 PM ","PY845 ",18,0,"two","two_8",429,0.942857142857143
"Very good ! Thanks ||Yes Deal ! 330$ ",8,"PY845 "," 8:24:46 PM ","NT5HR ",19,1,"two","two_8",445,0.978021978021978
"Yes, thank you! ||Did you click done negociating? ",8,"NT5HR "," 8:24:56 PM ","PY845 ",20,0,"two","two_8",455,1
"Hey, Im ready to offer 250 $",9,"4CK2F ","0","53T6Q ",1,0,"two","two_9",0,0
"I'm sorry that price is way too low and I would lose a lot of money on this timeless classic. This original ""A Christmas Carol"" comes with unique illustrations and burgundy leather binding. Auctions place this at 800 but I will accept $650 to make things easy.",9,"53T6Q ","0","4CK2F ",2,1,"two","two_9",10,0.023094688221709
"Would you still like to purchase this book? ",9,"53T6Q "," 8:18:40 PM ","4CK2F ",3,1,"two","two_9",20,0.046189376443418
"650 $ is a little over priced mate. Can u lower it down more to around 350? ",9,"4CK2F "," 8:19:21 PM ","53T6Q ",4,0,"two","two_9",61,0.140877598152425
"Gotta make some money for the kids ya know ||600 ",9,"53T6Q "," 8:19:45 PM ","4CK2F ",5,1,"two","two_9",85,0.196304849884527
"come we can do better business . ||how about 400 ",9,"4CK2F "," 8:20:07 PM ","53T6Q ",6,0,"two","two_9",107,0.247113163972286
"A Christmas Carol is a classic ||450 and we have a deal ",9,"53T6Q "," 8:20:36 PM ","4CK2F ",7,1,"two","two_9",136,0.314087759815243
"Yeah it is, but still 425 done ||what say? ",9,"4CK2F "," 8:21:22 PM ","53T6Q ",8,0,"two","two_9",182,0.420323325635104
"keep it to big bills my friend ||450 ",9,"53T6Q "," 8:21:55 PM ","4CK2F ",9,1,"two","two_9",215,0.496535796766744
"come on mate ",9,"4CK2F "," 8:22:19 PM ","53T6Q ",10,0,"two","two_9",239,0.551963048498845
"450 ||yeah? ",9,"53T6Q "," 8:22:33 PM ","4CK2F ",11,1,"two","two_9",253,0.584295612009238
"okay not a penny more than 440. ||it a deal ",9,"4CK2F "," 8:22:54 PM ","53T6Q ",12,0,"two","two_9",274,0.632794457274827
"450 ",9,"53T6Q "," 8:23:09 PM ","4CK2F ",13,1,"two","two_9",289,0.66743648960739
"lets call it a deal ||440 is good mate ||come on ",9,"4CK2F "," 8:23:11 PM ","53T6Q ",14,0,"two","two_9",291,0.672055427251732
"450 is better ",9,"53T6Q "," 8:23:35 PM ","4CK2F ",15,1,"two","two_9",315,0.727482678983834
"not for  me though ||440 lets finalise it ||come on ||that's still good business for a book ||what say? ",9,"4CK2F "," 8:23:44 PM ","53T6Q ",16,0,"two","two_9",324,0.748267898383372
"450 ||450 ",9,"53T6Q "," 8:24:55 PM ","4CK2F ",17,1,"two","two_9",395,0.912240184757506
"cool ||450 then ",9,"4CK2F "," 8:25:09 PM ","53T6Q ",18,0,"two","two_9",409,0.944572748267898
"deal ",9,"53T6Q "," 8:25:33 PM ","4CK2F ",19,1,"two","two_9",433,1
"deal ",9,"4CK2F "," 8:25:31 PM ","53T6Q ",20,0,"two","two_9",431,0.995381062355658
"Hello \nHow are you?\nHope you are fine.\nIt will be good we both could agree on a price of $250 because that will be helpful to both of us.",10,"XJAZ3 ","0","Z7XMG ",1,0,"two","two_10",0,0
"Hey there ! How re you doing !! No Mate Not at all ! This book is very expensive and \nIt cant be sold below 550 dollars",10,"Z7XMG ","0","XJAZ3 ",2,1,"two","two_10",10,0.078125
"Hey There ! ",10,"Z7XMG "," 8:19:49 PM ","XJAZ3 ",3,1,"two","two_10",20,0.15625
"hey Hi ",10,"XJAZ3 "," 8:19:51 PM ","Z7XMG ",4,0,"two","two_10",22,0.171875
"How are you doing ? ",10,"Z7XMG "," 8:20:06 PM ","XJAZ3 ",5,1,"two","two_10",37,0.2890625
"how are you? ||test ",10,"XJAZ3 "," 8:20:16 PM ","Z7XMG ",6,0,"two","two_10",47,0.3671875
"Im doing great ! Nice to meet you mate ! Thank you so much for your interest in buying this book ",10,"Z7XMG "," 8:20:58 PM ","XJAZ3 ",7,1,"two","two_10",89,0.6953125
"hello ",10,"XJAZ3 "," 8:21:37 PM ","Z7XMG ",8,0,"two","two_10",128,1
"Hi there. I'm really interested in purchasing your Christmas Carol . I have $250 to spend",11,"8ETAQ ","0","Y9Q2K ",1,0,"two","two_11",0,0
"That's great to hear! This Christmas Carol is an original 1846 Tauschnitz edition with 4 colored engravings from John Leech himself it's worth a LOT.",11,"Y9Q2K ","0","8ETAQ ",2,1,"two","two_11",10,0.0161290322580645
"Hi there, you've got great taste! This edition of Christmas Carol is quite a rarity. ",11,"Y9Q2K "," 8:48:44 PM ","8ETAQ ",3,1,"two","two_11",20,0.032258064516129
"I'm a huge fan of John Leech, and I would love this book! :) ||How much are you selling it for? As I mentioned, I was given $250 as a present, and I would to spend it on The Christmas Carol! ",11,"8ETAQ "," 8:49:09 PM ","Y9Q2K ",4,0,"two","two_11",45,0.0725806451612903
"This book, with its engravings, red burgundy leather and decorated spine, is worth at least $800, but I'd be willing to discount it for you at $500! ",11,"Y9Q2K "," 8:51:51 PM ","8ETAQ ",5,1,"two","two_11",207,0.333870967741935
"Oh wow ok. That's a little outside my price range (as a college student my money is unfortunately a little tight). But I'm still very interested. Any chance you would take it for $350? ",11,"8ETAQ "," 8:53:21 PM ","Y9Q2K ",6,0,"two","two_11",297,0.479032258064516
"I do realize that is above your $250, but think about how much this could resell for if you wanted to resell it. I'm only parting ways with it because of a promise I made to a family member, but you could easily resell this in the $1000s. ||Even if you choose not to resell it, you would now have an original 1846 Tauschnitz edition of A Christmas Carol! ",11,"Y9Q2K "," 8:54:35 PM ","8ETAQ ",7,1,"two","two_11",371,0.598387096774194
"Haha yea I'm not interested in reselling it -- I'd like the book to complete my collection!! ||What about $400? ",11,"8ETAQ "," 8:55:56 PM ","Y9Q2K ",8,0,"two","two_11",452,0.729032258064516
"So great to hear that you have a collection of your own - this would be a great addition! How about $475? ",11,"Y9Q2K "," 8:57:02 PM ","8ETAQ ",9,1,"two","two_11",518,0.835483870967742
"$450? ||If not I'll take it at $475 ",11,"8ETAQ "," 8:57:17 PM ","Y9Q2K ",10,0,"two","two_11",533,0.859677419354839
"I would really love for you to have it but I'm discounting it significantly already. ",11,"Y9Q2K "," 8:58:11 PM ","8ETAQ ",11,1,"two","two_11",587,0.946774193548387
"I'll take the $475 ",11,"8ETAQ "," 8:58:22 PM ","Y9Q2K ",12,0,"two","two_11",598,0.964516129032258
"$475 is my final price. ",11,"Y9Q2K "," 8:58:28 PM ","8ETAQ ",13,1,"two","two_11",604,0.974193548387097
"I'll take it! ",11,"8ETAQ "," 8:58:37 PM ","Y9Q2K ",14,0,"two","two_11",613,0.988709677419355
"Great, this book is in good hands now! ",11,"Y9Q2K "," 8:58:44 PM ","8ETAQ ",15,1,"two","two_11",620,1
"Hi!  I am so happy to be buying the book today and I am pleased to offer you $250 for the book.  It would mean so much to me if I could please have the book for $250.",12,"7PWZN ","0","F6DU9 ",1,0,"two","two_12",0,0
"Hi, thank you for your interest in buying this book! I would love to sell it to you, but unfortunately would be making a loss if I sold it to you at $250. I originally had a buyer offer $650 for it, so I would not like to go much lower than that. However, for you I am willing to cut a steep discount . Would you be interested in buying for $450?",12,"F6DU9 ","0","7PWZN ",2,1,"two","two_12",10,0.0251256281407035
"Hi! Please let me know what your thoughts are on my offer. ",12,"F6DU9 "," 8:47:19 PM ","7PWZN ",3,1,"two","two_12",20,0.050251256281407
"I am so sorry that I cannot meet your offer of $450 since I do not have enough money to pay that amount.  I am a student with very limited funds and I was hoping to purchase this book for very sentimental reasons and give it to my mother who loves the book and she is very ill at this time and it certainly would brighten her spirits.  I can only offer you $300 for the book. ",12,"7PWZN "," 8:50:05 PM ","F6DU9 ",4,0,"two","two_12",186,0.467336683417085
"I am sorry to hear about those circumstances. Unfortunately, $300 is too far below the market price for the book so I am unable to sell to you. Please do let me know if you change your mind! ",12,"F6DU9 "," 8:51:00 PM ","7PWZN ",5,1,"two","two_12",241,0.605527638190955
"I will be able to offer you $ 380 for the book and that would be hard for me but I really want to purchase this book for my mother and me.  It means so much to me. ",12,"7PWZN "," 8:53:09 PM ","F6DU9 ",6,0,"two","two_12",370,0.92964824120603
"I could sell at $400 if you're willing ",12,"F6DU9 "," 8:53:37 PM ","7PWZN ",7,1,"two","two_12",398,1
"I'm looking to buy the book for $250...Is that something you can do?",13,"PSWGH ","0","E2ED6 ",1,0,"two","two_13",0,0
"I must be honest with you. This book is worth far more than $250. A fair market price for a first edition like this is $800. It's in wonderful condition and a rare treasure!",13,"E2ED6 ","0","PSWGH ",2,1,"two","two_13",10,0.0458715596330275
"$800 is really a fair market price. ||This is a valuable first edition from 1846. Exquisite red leather binding and 4 beautiful illustrations by the noted illustrator, John Leech. It's a true treasure. ",13,"E2ED6 "," 8:46:14 PM ","PSWGH ",3,1,"two","two_13",20,0.0917431192660551
"800 I just can't do, all in all it is just a book. 300 in your pocket right now for it, is that something we can agree to? ||Hi ||hi ",13,"PSWGH "," 8:47:47 PM ","E2ED6 ",4,0,"two","two_13",113,0.518348623853211
"$300 is far too low for a book of this value. ",13,"E2ED6 "," 8:48:25 PM ","PSWGH ",5,1,"two","two_13",151,0.692660550458716
"test ",13,"PSWGH "," 8:48:42 PM ","E2ED6 ",6,0,"two","two_13",168,0.770642201834862
"I had a strong competing offer of $650 from another interested client. ",13,"E2ED6 "," 8:48:44 PM ","PSWGH ",7,1,"two","two_13",170,0.779816513761468
"uygiogyuigyyugyuiyguigyui ",13,"PSWGH "," 8:49:32 PM ","E2ED6 ",8,0,"two","two_13",218,1
"i dont know whats going on. i just need the max money ",14,"ZB5CV "," 8:47:53 PM ","BEKY3 ",3,0,"two","two_14",20,0.036697247706422
"me too.  were supposed to negotiate. make me an offer ",14,"BEKY3 "," 8:48:48 PM ","ZB5CV ",4,1,"two","two_14",75,0.137614678899083
"350 ",14,"ZB5CV "," 8:49:51 PM ","BEKY3 ",5,0,"two","two_14",138,0.253211009174312
"i was hoping to get $500 ",14,"BEKY3 "," 8:50:00 PM ","ZB5CV ",6,1,"two","two_14",147,0.269724770642202
"more lkike 250 ",14,"ZB5CV "," 8:50:18 PM ","BEKY3 ",7,0,"two","two_14",165,0.302752293577982
"i could go as low as 450 ",14,"BEKY3 "," 8:51:24 PM ","ZB5CV ",8,1,"two","two_14",231,0.423853211009174
"lets do 200 ||i gat 4 kids at home ",14,"ZB5CV "," 8:51:49 PM ","BEKY3 ",9,0,"two","two_14",256,0.469724770642202
"then i lose a lot of money.  425 ",14,"BEKY3 "," 8:52:56 PM ","ZB5CV ",10,1,"two","two_14",323,0.592660550458716
"my rent is due too and my boyfriend has a drug habbit. he will beat me up if i dont show up with money . for real ||he is a crack head ",14,"ZB5CV "," 8:54:04 PM ","BEKY3 ",11,0,"two","two_14",391,0.71743119266055
"then why are you buying antique books ? 400 ",14,"BEKY3 "," 8:56:01 PM ","ZB5CV ",12,1,"two","two_14",508,0.932110091743119
"i dont need the bks i need the money ||ama victim of domestic abuse. ||i need the money ",14,"ZB5CV "," 8:56:38 PM ","BEKY3 ",13,0,"two","two_14",545,1
"Hi there! Thought about my offer? ",15,"D9UU6 "," 2:16:01 PM ","BW7B2 ",3,1,"two","two_15",20,0.0829875518672199
"its just sounds tol high for me but how about 600 ",15,"BW7B2 "," 2:16:39 PM ","D9UU6 ",4,0,"two","two_15",58,0.240663900414938
"How about we settle at $650, call it even. You don't want to pass up this book! ",15,"D9UU6 "," 2:18:35 PM ","BW7B2 ",5,1,"two","two_15",174,0.721991701244813
"that seems a little too jhigh but may bbe 625 as im so limited on funds ",15,"BW7B2 "," 2:19:34 PM ","D9UU6 ",6,0,"two","two_15",233,0.966804979253112
"Okay, deal! ||$625? Settled. ",15,"D9UU6 "," 2:19:42 PM ","BW7B2 ",7,1,"two","two_15",241,1
"Hello there :) I am interested in  buying your copy of ""A Christmas Carol."" It's a book I've loved since I was a kid. I would love to buy it from you for $250.\n",16,"QCV9X ","0","XE8AS ",1,0,"two","two_16",0,0
"Hey! This copy of ""A Christmas Carol"" is a true antique - it's a beautifully bound Tauschnitz edition published in 1846. The market value for this book can go up to $800. I would like to sell this book for at least $600.",16,"XE8AS ","0","QCV9X ",2,1,"two","two_16",10,0.0245700245700246
"Hi there! What are your thoughts on my offer? ",16,"XE8AS "," 2:17:20 PM ","QCV9X ",3,1,"two","two_16",20,0.0491400491400491
"That's a very special edition of the book; I've seen it online a couple of times. ||I was going to buy it last Christmas, but $450 was still high for my college student budget. ||How about $400? ",16,"QCV9X "," 2:18:10 PM ","XE8AS ",4,0,"two","two_16",70,0.171990171990172
"I see you must be familiar with it - $400 would be lower than the market price. Is $450 still unaffordable for you now? ",16,"XE8AS "," 2:19:46 PM ","QCV9X ",5,1,"two","two_16",166,0.407862407862408
"I think it might be around the market price? There are same editions of the book that I've seen that are cheaper than $400, but the condition is very poor. ||Yes, $450 would be more than a splurge for me, so $450 would be a very difficult price. ",16,"QCV9X "," 2:21:44 PM ","XE8AS ",6,0,"two","two_16",284,0.697788697788698
"It's certainly on the lower end - I had originally sold it for $650, but there was a minor blemish on the binding. Even with the blemish, it should be worth at least $450. ||But if that's too much for your budget, $400 would be fine. Consider it a discount! I've had this book for too long. ",16,"XE8AS "," 2:22:47 PM ","QCV9X ",7,1,"two","two_16",347,0.852579852579853
"I would take good care of the book. ||I'll take it! ",16,"QCV9X "," 2:23:33 PM ","XE8AS ",8,0,"two","two_16",393,0.965601965601966
"Awesome. Deal! ",16,"XE8AS "," 2:23:44 PM ","QCV9X ",9,1,"two","two_16",404,0.992628992628993
"For $400 ",16,"QCV9X "," 2:23:47 PM ","XE8AS ",10,0,"two","two_16",407,1
"Hi, I would be willing to buy this book for $250.",17,"W8YYW ","0","U45SV ",1,0,"two","two_17",0,0
"Unfortunately, this book is worth much more than $250. I would be willing to sell it to you for $400 as it is a high value item originally published over 150 years ago.",17,"U45SV ","0","W8YYW ",2,1,"two","two_17",10,0.0436681222707424
"Hi, I don't think that the book is valued at 400$, I think it is valued at around 300$ which I would be willing to pay. ",17,"W8YYW "," 2:16:08 PM ","U45SV ",3,0,"two","two_17",20,0.0873362445414847
"I personally bought the book for over that price and to sell for $300 would be operating at a loss. Would you be willing to pay $370? ",17,"U45SV "," 2:17:21 PM ","W8YYW ",4,1,"two","two_17",93,0.406113537117904
"I could do 325 but no higher ",17,"W8YYW "," 2:17:57 PM ","U45SV ",5,0,"two","two_17",129,0.563318777292576
"I could lower it to 340 ",17,"U45SV "," 2:19:02 PM ","W8YYW ",6,1,"two","two_17",194,0.847161572052402
"ok I guess I could pay 340 ",17,"W8YYW "," 2:19:21 PM ","U45SV ",7,0,"two","two_17",213,0.930131004366812
"Sounds good ",17,"U45SV "," 2:19:33 PM ","W8YYW ",8,1,"two","two_17",225,0.982532751091703
"ok great ",17,"W8YYW "," 2:19:37 PM ","U45SV ",9,0,"two","two_17",229,1
"Hello, I would love to purchase A Christmas Carol. Kindly take into consideration an offer of $250",18,"6Q8EY ","0","32NVX ",1,0,"two","two_18",0,0
"I am so sorry, but I cannot sell the book to you at $250. The market price for this book is at least $700, which is the price that I bought the book at. Do you have another offer?",18,"32NVX ","0","6Q8EY ",2,1,"two","two_18",10,0.0102880658436214
"Hi are you interested in buying ""A Christmas Carol""? ",18,"32NVX "," 2:42:48 PM ","6Q8EY ",3,1,"two","two_18",20,0.0205761316872428
"Yes! ",18,"6Q8EY "," 2:48:31 PM ","32NVX ",4,0,"two","two_18",363,0.373456790123457
"What price are you think of? ",18,"32NVX "," 2:48:43 PM ","6Q8EY ",5,1,"two","two_18",375,0.385802469135802
"$250 ",18,"6Q8EY "," 2:49:05 PM ","32NVX ",6,0,"two","two_18",397,0.40843621399177
"I am sorry, but I cannot sell the book to you at that price. The market price for this book is at least $600, which is the price that I bought the book at. ||Do you have another offer/ ||? ",18,"32NVX "," 2:49:50 PM ","6Q8EY ",7,1,"two","two_18",442,0.454732510288066
